#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group	groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
chr18	42996028	42996378	chr18:42996028-42996378	.	.	42996028	42996378	0	1	350	42996024	con.ARBS.M.bed	0	0	0.03202	1.035	0	1.943	2.503	1.387
chr17	54885738	54886088	chr17:54885738-54886088	.	.	54885738	54886088	0	1	350	54885733	con.ARBS.M.bed	0	0.8385	0.1388	1.868	0	0	0	3.947
chr11	35325824	35326174	chr11:35325824-35326174	.	.	35325824	35326174	0	1	350	35325821	con.ARBS.M.bed	0	0	2.946	2.156	0	0	1.416	0.0143
chr11	60138156	60138506	chr11:60138156-60138506	.	.	60138156	60138506	0	1	350	60138150	con.ARBS.M.bed	0	0	3.277	0.7365	0	0.07475	2.06	0
chr7	156407204	156407554	chr7:156407204-156407554	.	.	156407204	156407554	0	1	350	156407203	con.ARBS.M.bed	1.391	0	0.8432	0.8859	0	0	2.203	0.6007
chr6	41695928	41696278	chr6:41695928-41696278	.	.	41695928	41696278	0	1	350	41695924	con.ARBS.M.bed	0	0	4.27	0.5977	0	0	1.03	0
chr4	148750510	148750860	chr4:148750510-148750860	.	.	148750510	148750860	0	1	350	148750509	con.ARBS.M.bed	0.9528	1.143	0	0	1.246	2.492	0	0
chr9	89298983	89299333	chr9:89298983-89299333	.	.	89298983	89299333	0	1	350	89298975	con.ARBS.M.bed	0	2.373	1.686	0.4483	0	1.233	0	0
chr9	76130032	76130382	chr9:76130032-76130382	.	.	76130032	76130382	0	1	350	76130025	con.ARBS.M.bed	0	0	1.409	1.452	0	0	1.63	1.23
chr5	37501078	37501428	chr5:37501078-37501428	.	.	37501078	37501428	0	1	350	37501075	con.ARBS.M.bed	0.7146	1.667	0	0	1.246	1.943	0	0
chr2	220263482	220263832	chr2:220263482-220263832	.	.	220263482	220263832	0	1	350	220263480	con.ARBS.M.bed	0	0	0.6084	0.459	0	0	3.676	0.615
chr6	1679732	1680082	chr6:1679732-1680082	.	.	1679732	1680082	0	1	350	1679731	con.ARBS.M.bed	0	0	1.067	1.751	0	0	1.173	1.23
chr11	45084488	45084838	chr11:45084488-45084838	.	.	45084488	45084838	0	1	350	45084484	con.ARBS.M.bed	0	0	3.875	0.3949	0	0	0.8868	0
chr16	54773132	54773482	chr16:54773132-54773482	.	.	54773132	54773482	0	1	350	54773127	con.ARBS.M.bed	0	0.7813	1.067	0.8753	0	0	0.9726	1.173
chr10	126053146	126053496	chr10:126053146-126053496	.	.	126053146	126053496	0	1	350	126053145	con.ARBS.M.bed	0	0.9147	1.825	0.3095	0	1.769	0	0
chr20	52025333	52025683	chr20:52025333-52025683	.	.	52025333	52025683	0	1	350	52025328	con.ARBS.M.bed	0.6384	0	2.668	0.8966	0	0	0	0.472
chr12	73777427	73777777	chr12:73777427-73777777	.	.	73777427	73777777	0	1	350	73777420	con.ARBS.M.bed	0	0	2.135	0	0	0	2.474	0
chr7	51674251	51674601	chr7:51674251-51674601	.	.	51674251	51674601	0	1	350	51674246	con.ARBS.M.bed	0	0.02859	0.2775	2.925	0	1.271	0	0
chr6	40364201	40364551	chr6:40364201-40364551	.	.	40364201	40364551	0	1	350	40364197	con.ARBS.M.bed	0	0	0	0.01067	0	0	1.459	2.832
chr18	33676874	33677224	chr18:33676874-33677224	.	.	33676874	33677224	0	1	350	33676871	con.ARBS.M.bed	0	0.9528	2.124	1.078	0	0	0	0
chr13	51002154	51002504	chr13:51002154-51002504	.	.	51002154	51002504	0	1	350	51002149	con.ARBS.M.bed	0	0	0.491	1.067	1.968	0.5731	0	0
chr2	121793576	121793926	chr2:121793576-121793926	.	.	121793576	121793926	0	1	350	121793575	con.ARBS.M.bed	0	0	1.324	0	0.6354	0.6104	1.43	0
chr1	38660260	38660610	chr1:38660260-38660610	.	.	38660260	38660610	0	1	350	38660257	con.ARBS.M.bed	0	0	0	1.174	0	0	2.503	0.2145
chr20	4151478	4151828	chr20:4151478-4151828	.	.	4151478	4151828	0	1	350	4151474	con.ARBS.M.bed	0.02859	2.144	0	0	1.246	0	0	0.4005
chr6	51877722	51878072	chr6:51877722-51878072	.	.	51877722	51878072	0	1	350	51877717	con.ARBS.M.bed	0	0.2096	2.071	1.131	0	0.2741	0	0
chr17	63781062	63781412	chr17:63781062-63781412	.	.	63781062	63781412	0	1	350	63781056	con.ARBS.M.bed	0	0	0.3949	1.74	0	0	0.5292	0.9011
chr18	51842390	51842740	chr18:51842390-51842740	.	.	51842390	51842740	0	1	350	51842385	con.ARBS.M.bed	0	0	1.067	0	0	0	1.788	0.5006
chr5	29485292	29485642	chr5:29485292-29485642	.	.	29485292	29485642	0	1	350	29485290	con.ARBS.M.bed	0	0	2.316	0.8859	0	0	0	0
chr3	149260384	149260734	chr3:149260384-149260734	.	.	149260384	149260734	0	1	350	149260383	con.ARBS.M.bed	0.08576	2.144	0	0.3629	0	0	0.4577	0
chr6	12492512	12492862	chr6:12492512-12492862	.	.	12492512	12492862	0	1	350	12492511	con.ARBS.M.bed	0	0	0	1.067	0	0	1.43	0
chr9	36252130	36252480	chr9:36252130-36252480	.	.	36252130	36252480	0	1	350	36252127	con.ARBS.M.bed	0.5241	0.4288	0	0	1.495	0	0	0
chr15	59879136	59879486	chr15:59879136-59879486	.	.	59879136	59879486	0	1	350	59879131	con.ARBS.M.bed	0	0	0.6511	0.4163	0	0	0	1.23
chrX	82068586	82068936	chrX:82068586-82068936	.	.	82068586	82068936	0	1	350	82068578	con.ARBS.M.bed	0	0	0	2.135	0	0	0	0
chr10	3291380	3291730	chr10:3291380-3291730	.	.	3291380	3291730	0	1	350	3291377	con.ARBS.M.bed	0	0	0.6404	1.494	0	0	0	0
chrX	10957371	10957721	chrX:10957371-10957721	.	.	10957371	10957721	0	1	350	10957370	con.ARBS.M.bed	0	0	1.025	1.11	0	0	0	0
chr3	182911436	182911786	chr3:182911436-182911786	.	.	182911436	182911786	0	1	350	182911435	con.ARBS.M.bed	0	0	0.6511	0.95	0	0	0	0.5149
chr9	112665564	112665914	chr9:112665564-112665914	.	.	112665564	112665914	0	1	350	112665563	con.ARBS.M.bed	0	0.1334	0	0.1494	0	0	0.5578	1.073
chr7	31010026	31010376	chr7:31010026-31010376	.	.	31010026	31010376	0	1	350	31010023	con.ARBS.M.bed	0	0	0.8005	1.057	0	0	0	0
chr1	85084824	85085174	chr1:85084824-85085174	.	.	85084824	85085174	0	1	350	85084816	con.ARBS.M.bed	0	0	0.2775	1.324	0	0	0	0
chr13	110667199	110667549	chr13:110667199-110667549	.	.	110667199	110667549	0	1	350	110667198	con.ARBS.M.bed	0	0.4669	1.078	0	0	0	0.0143	0
chr7	115957128	115957478	chr7:115957128-115957478	.	.	115957128	115957478	0	1	350	115957127	con.ARBS.M.bed	0.686	0	0.7685	0	0	0	0	0
chr3	110665526	110665876	chr3:110665526-110665876	.	.	110665526	110665876	0	1	350	110665525	con.ARBS.M.bed	0	0	0	0	0	0	0.7294	0.7008
chr6	14758606	14758956	chr6:14758606-14758956	.	.	14758606	14758956	0	1	350	14758605	con.ARBS.M.bed	0	0	0	0	0	0	0.4434	0.9869
chr3	197121532	197121882	chr3:197121532-197121882	.	.	197121532	197121882	0	1	350	197121531	con.ARBS.M.bed	0	0	0.6084	0.8005	0	0	0	0
chr12	73537384	73537734	chr12:73537384-73537734	.	.	73537384	73537734	0	1	350	73537377	con.ARBS.M.bed	0	0	1.238	0	0	0	0	0
chr4	176629737	176630087	chr4:176629737-176630087	.	.	176629737	176630087	0	1	350	176629736	con.ARBS.M.bed	0	0	0	1.067	0	0	0	0
chr20	58401322	58401672	chr20:58401322-58401672	.	.	58401322	58401672	0	1	350	58401317	con.ARBS.M.bed	0	0	1.067	0	0	0	0	0
chr12	90560375	90560725	chr12:90560375-90560725	.	.	90560375	90560725	0	1	350	90560366	con.ARBS.M.bed	0	0	1.067	0	0	0	0	0
chr18	20065600	20065950	chr18:20065600-20065950	.	.	20065600	20065950	0	1	350	20065598	con.ARBS.M.bed	0	0	0.8005	0.2668	0	0	0	0
chr2	58841252	58841602	chr2:58841252-58841602	.	.	58841252	58841602	0	1	350	58841247	con.ARBS.M.bed	0	0	0	1.067	0	0	0	0
chr18	7003346	7003696	chr18:7003346-7003696	.	.	7003346	7003696	0	1	350	7003339	con.ARBS.M.bed	0	0.4383	0.0427	0	0	0	0.2288	0
chr7	21678958	21679308	chr7:21678958-21679308	.	.	21678958	21679308	0	1	350	21678956	con.ARBS.M.bed	0	0	0	0	0.5232	0	0	0
chr12	81775931	81776281	chr12:81775931-81776281	.	.	81775931	81776281	0	1	350	81775923	con.ARBS.P.bed	216.5	213.9	21.48	23.23	213.6	224.8	21.93	19.31
chr14	37905892	37906242	chr14:37905892-37906242	.	.	37905892	37906242	0	1	350	37905889	con.ARBS.P.bed	33.96	78.34	2.839	2.498	42.71	116.9	2.031	2.374
chr17	57915028	57915378	chr17:57915028-57915378	.	.	57915028	57915378	0	1	350	57915023	con.ARBS.P.bed	13.14	77.4	6.49	1.665	16.39	96.23	12.59	0.4005
chr9	117349458	117349808	chr9:117349458-117349808	.	.	117349458	117349808	0	1	350	117349457	con.ARBS.P.bed	2.077	0.07623	45.26	46.94	0.5232	0	43.09	64.86
chr11	60926302	60926652	chr11:60926302-60926652	.	.	60926302	60926652	0	1	350	60926296	con.ARBS.P.bed	10.45	10.55	10.2	20.15	29.73	31.99	33.73	27.2
chr2	181580004	181580354	chr2:181580004-181580354	.	.	181580004	181580354	0	1	350	181580003	con.ARBS.P.bed	41.26	37.79	0	0.5764	47.32	44.87	0.6579	0
chr3	58136240	58136590	chr3:58136240-58136590	.	.	58136240	58136590	0	1	350	58136235	con.ARBS.P.bed	39.45	30.59	4.697	17.72	32.64	15.82	1.931	14.95
chr10	33483280	33483630	chr10:33483280-33483630	.	.	33483280	33483630	0	1	350	33483277	con.ARBS.P.bed	1.096	1.763	37.36	44.4	3.862	1.121	33.11	33.68
chr3	174691432	174691782	chr3:174691432-174691782	.	.	174691432	174691782	0	1	350	174691431	con.ARBS.P.bed	34.77	26.56	0	0	44.64	33.82	0.1001	1.33
chr8	93977192	93977542	chr8:93977192-93977542	.	.	93977192	93977542	0	1	350	93977183	con.ARBS.P.bed	2.725	8.785	15.23	18.95	12.83	15.4	31.65	30.82
chr2	61243288	61243638	chr2:61243288-61243638	.	.	61243288	61243638	0	1	350	61243282	con.ARBS.P.bed	4.993	3.583	16.69	27.79	3.575	2.977	27.69	40.08
chr19	51345622	51345972	chr19:51345622-51345972	.	.	51345622	51345972	0	1	350	51345617	con.ARBS.P.bed	30.2	49.35	8.699	2.701	8.908	13.59	0	2.861
chr3	101957216	101957566	chr3:101957216-101957566	.	.	101957216	101957566	0	1	350	101957215	con.ARBS.P.bed	36.88	21.94	3.277	3.661	17.91	14.18	4.777	5.978
chr1	9903712	9904062	chr1:9903712-9904062	.	.	9903712	9904062	0	1	350	9903703	con.ARBS.P.bed	20.03	19.65	2.274	2.402	24.44	31.42	1.802	5.893
chr9	79414608	79414958	chr9:79414608-79414958	.	.	79414608	79414958	0	1	350	79414601	con.ARBS.P.bed	7.032	17.42	18.52	18.35	5.893	19.75	13.02	6.207
chr1	205679582	205679932	chr1:205679582-205679932	.	.	205679582	205679932	0	1	350	205679580	con.ARBS.P.bed	1.696	12.92	37.91	20.96	0	1.42	12.83	14.66
chr6	108910646	108910996	chr6:108910646-108910996	.	.	108910646	108910996	0	1	350	108910645	con.ARBS.P.bed	17.58	24	8.048	0	25.71	23.87	1.43	0
chr1	220958676	220959026	chr1:220958676-220959026	.	.	220958676	220959026	0	1	350	220958674	con.ARBS.P.bed	14.31	16.85	13.04	3.757	15.67	19.24	8.224	7.823
chr7	86973922	86974272	chr7:86973922-86974272	.	.	86973922	86974272	0	1	350	86973914	con.ARBS.P.bed	34.62	3.116	19.1	11.11	8.721	0.897	11.3	9.125
chrX	43567276	43567626	chrX:43567276-43567626	.	.	43567276	43567626	0	1	350	43567272	con.ARBS.P.bed	16.05	30.03	0	0.8112	19.2	27.92	1.073	0.7008
chr2	180439108	180439458	chr2:180439108-180439458	.	.	180439108	180439458	0	1	350	180439107	con.ARBS.P.bed	3.783	35.09	1.868	11.2	3.414	24.37	5.02	9.654
chr2	181123012	181123362	chr2:181123012-181123362	.	.	181123012	181123362	0	1	350	181123011	con.ARBS.P.bed	20.96	19.38	1.462	0.8005	27.32	21.94	1.43	0.8868
chr5	70928159	70928509	chr5:70928159-70928509	.	.	70928159	70928509	0	1	350	70928152	con.ARBS.P.bed	16.93	31.32	4.195	0.6084	18.82	21.73	0	0
chr1	161735951	161736301	chr1:161735951-161736301	.	.	161735951	161736301	0	1	350	161735950	con.ARBS.P.bed	10.06	28.54	1.046	0	10.96	35.16	1.416	0
chr15	93197558	93197908	chr15:93197558-93197908	.	.	93197558	93197908	0	1	350	93197549	con.ARBS.P.bed	36.24	12.21	10.58	7.845	6.541	1.458	5.835	6.436
chr8	135806483	135806833	chr8:135806483-135806833	.	.	135806483	135806833	0	1	350	135806482	con.ARBS.P.bed	2.706	0.7909	16.36	17.83	5.93	2.604	20.97	13.59
chr1	205672334	205672684	chr1:205672334-205672684	.	.	205672334	205672684	0	1	350	205672332	con.ARBS.P.bed	6.355	24.25	14.64	12.45	0.2242	4.36	10.63	4.648
chr10	127322297	127322647	chr10:127322297-127322647	.	.	127322297	127322647	0	1	350	127322296	con.ARBS.P.bed	12.08	15.55	0.7685	0.2989	20.21	23.87	1.43	0
chr11	68873872	68874222	chr11:68873872-68874222	.	.	68873872	68874222	0	1	350	68873866	con.ARBS.P.bed	7.318	25.99	2.199	2.135	6.341	24.68	2.717	2.46
chr1	10696206	10696556	chr1:10696206-10696556	.	.	10696206	10696556	0	1	350	10696205	con.ARBS.P.bed	12.3	12.7	6.938	7.216	9.879	8.26	6.808	9.211
chr5	54865432	54865782	chr5:54865432-54865782	.	.	54865432	54865782	0	1	350	54865427	con.ARBS.P.bed	9.471	34.51	1.11	0	3.139	16.74	2.975	2.603
chr5	54932103	54932453	chr5:54932103-54932453	.	.	54932103	54932453	0	1	350	54932098	con.ARBS.P.bed	11.06	12.9	11.78	0.2989	2.915	5.183	23.11	1.659
chr2	238769935	238770285	chr2:238769935-238770285	.	.	238769935	238770285	0	1	350	238769933	con.ARBS.P.bed	27.87	9.767	2.135	1.281	18.31	7.849	0.143	1.287
chr1	154390912	154391262	chr1:154390912-154391262	.	.	154390912	154391262	0	1	350	154390911	con.ARBS.P.bed	13.38	23.84	0	0	10.88	16.48	1.616	1.788
chr18	55755874	55756224	chr18:55755874-55756224	.	.	55755874	55756224	0	1	350	55755869	con.ARBS.P.bed	13.05	28.62	1.334	0.5444	10.65	6.167	4.262	0.02861
chr17	35631503	35631853	chr17:35631503-35631853	.	.	35631503	35631853	0	1	350	35631500	con.ARBS.P.bed	8.252	6.88	22.74	4.472	2.454	1.246	11.1	6.479
chr17	20840432	20840782	chr17:20840432-20840782	.	.	20840432	20840782	0	1	350	20840430	con.ARBS.P.bed	20.34	9.843	0.2668	0.9927	15.25	14.83	0	0
chr17	80110670	80111020	chr17:80110670-80111020	.	.	80110670	80111020	0	1	350	80110662	con.ARBS.P.bed	20.2	10.39	5.657	1.494	14.02	2.056	6.007	0.7151
chr8	125460228	125460578	chr8:125460228-125460578	.	.	125460228	125460578	0	1	350	125460227	con.ARBS.P.bed	15.67	9.843	1.003	0	17.85	10.8	3.132	0.6722
chr15	69884406	69884756	chr15:69884406-69884756	.	.	69884406	69884756	0	1	350	69884400	con.ARBS.P.bed	6.899	5.546	5.807	4.931	11.9	15.11	1.43	6.865
chr5	114512381	114512731	chr5:114512381-114512731	.	.	114512381	114512731	0	1	350	114512380	con.ARBS.P.bed	12.74	10.01	3.864	4.013	8.721	11.45	1.516	5.635
chr3	45588822	45589172	chr3:45588822-45589172	.	.	45588822	45589172	0	1	350	45588818	con.ARBS.P.bed	14.19	9.042	0	2.135	18.79	12.28	0	1.03
chr21	44092222	44092572	chr21:44092222-44092572	.	.	44092222	44092572	0	1	350	44092218	con.ARBS.P.bed	14.26	22.95	0	0	10.51	7.699	0	0
chr15	64365115	64365465	chr15:64365115-64365465	.	.	64365115	64365465	0	1	350	64365109	con.ARBS.P.bed	1.715	0.8099	13.02	2.508	0.436	1.433	22.24	12.94
chr18	70857154	70857504	chr18:70857154-70857504	.	.	70857154	70857504	0	1	350	70857147	con.ARBS.P.bed	12.05	9.786	0.3095	2.444	6.69	16.61	2.203	4.234
chr11	12270076	12270426	chr11:12270076-12270426	.	.	12270076	12270426	0	1	350	12270075	con.ARBS.P.bed	10.05	11.46	0.5124	0.2775	4.41	12.16	8.91	5.735
chr18	6775761	6776111	chr18:6775761-6776111	.	.	6775761	6776111	0	1	350	6775755	con.ARBS.P.bed	2.325	10.9	2.85	0.4697	9.63	13.14	8.868	3.69
chr20	45947620	45947970	chr20:45947620-45947970	.	.	45947620	45947970	0	1	350	45947616	con.ARBS.P.bed	7.194	6.813	6.831	12.06	1.246	2.99	6.15	8.582
chr2	238411086	238411436	chr2:238411086-238411436	.	.	238411086	238411436	0	1	350	238411084	con.ARBS.P.bed	6.641	5.403	8.358	2.081	5.469	5.295	14.77	2.789
chr3	120412457	120412807	chr3:120412457-120412807	.	.	120412457	120412807	0	1	350	120412456	con.ARBS.P.bed	0.3049	9.081	4.462	4.227	3.015	17.6	3.476	8.481
chr2	64743838	64744188	chr2:64743838-64744188	.	.	64743838	64744188	0	1	350	64743832	con.ARBS.P.bed	2.973	29.56	0	0	6.279	11.64	0	0
chr16	73023628	73023978	chr16:73023628-73023978	.	.	73023628	73023978	0	1	350	73023621	con.ARBS.P.bed	1.458	1.344	22.32	8.272	2.492	0	10.01	3.175
chr12	56610206	56610556	chr12:56610206-56610556	.	.	56610206	56610556	0	1	350	56610201	con.ARBS.P.bed	5.317	3.811	8.347	7.536	0	0	13.57	9.94
chr17	76111222	76111572	chr17:76111222-76111572	.	.	76111222	76111572	0	1	350	76111215	con.ARBS.P.bed	9.081	3.364	13.52	2.167	4.435	0	9.74	5.764
chr2	165696907	165697257	chr2:165696907-165697257	.	.	165696907	165697257	0	1	350	165696906	con.ARBS.P.bed	0.3049	5.203	11.78	3.928	0.7973	10.14	11.91	3.633
chr15	26873397	26873747	chr15:26873397-26873747	.	.	26873397	26873747	0	1	350	26873395	con.ARBS.P.bed	3.249	5.298	8.891	8.507	2.068	3.538	4.462	11.14
chr4	148038742	148039092	chr4:148038742-148039092	.	.	148038742	148039092	0	1	350	148038741	con.ARBS.P.bed	9.471	5.222	1.163	5.433	9.78	6.017	0.8295	7.523
chr14	89680591	89680941	chr14:89680591-89680941	.	.	89680591	89680941	0	1	350	89680583	con.ARBS.P.bed	1.734	7.804	8.347	6.063	1.869	5.046	9.654	4.777
chr16	3603357	3603707	chr16:3603357-3603707	.	.	3603357	3603707	0	1	350	3603354	con.ARBS.P.bed	21.78	3.821	0.8005	0.7258	8.721	2.143	3.576	1.23
chr5	177732069	177732419	chr5:177732069-177732419	.	.	177732069	177732419	0	1	350	177732068	con.ARBS.P.bed	8.785	10.52	0.6618	0.5337	14.44	5.494	1.774	0
chr11	61463172	61463522	chr11:61463172-61463522	.	.	61463172	61463522	0	1	350	61463166	con.ARBS.P.bed	4.288	2.649	2.135	12.04	2.143	4.909	4.691	9.297
chr1	204058274	204058624	chr1:204058274-204058624	.	.	204058274	204058624	0	1	350	204058272	con.ARBS.P.bed	13.7	10.84	0.8112	0	5.556	9.07	1.073	0.7294
chr8	87302464	87302814	chr8:87302464-87302814	.	.	87302464	87302814	0	1	350	87302456	con.ARBS.P.bed	4.745	18.79	2.22	0.6831	1.943	11.84	0	1.43
chr20	25260890	25261240	chr20:25260890-25261240	.	.	25260890	25261240	0	1	350	25260888	con.ARBS.P.bed	20.44	2.811	3.095	1.174	4.547	2.305	4.005	1.859
chr5	67294728	67295078	chr5:67294728-67295078	.	.	67294728	67295078	0	1	350	67294722	con.ARBS.P.bed	5.479	4.526	8.23	3.512	2.728	3.426	10.1	1.344
chr1	36627334	36627684	chr1:36627334-36627684	.	.	36627334	36627684	0	1	350	36627331	con.ARBS.P.bed	11.04	14.38	2.135	0	9.231	2.404	0	0
chr20	30267924	30268274	chr20:30267924-30268274	.	.	30267924	30268274	0	1	350	30267921	con.ARBS.P.bed	2.849	0.009528	12.08	9.82	1.856	1.557	5.063	4.605
chr6	11735679	11736029	chr6:11735679-11736029	.	.	11735679	11736029	0	1	350	11735678	con.ARBS.P.bed	5.622	8.194	0	0	7.612	14.55	1.43	0
chr16	2136284	2136634	chr16:2136284-2136634	.	.	2136284	2136634	0	1	350	2136282	con.ARBS.P.bed	8.061	1.734	5.508	4.953	6.092	0.5108	5.95	3.318
chr3	177528158	177528508	chr3:177528158-177528508	.	.	177528158	177528508	0	1	350	177528157	con.ARBS.P.bed	5.374	12.79	1.953	0.2668	4.56	9.742	1.201	0
chr3	174058922	174059272	chr3:174058922-174059272	.	.	174058922	174059272	0	1	350	174058921	con.ARBS.P.bed	1.162	12.43	1.334	0.03202	1.171	18.19	0.6722	0.758
chr14	60436118	60436468	chr14:60436118-60436468	.	.	60436118	60436468	0	1	350	60436112	con.ARBS.P.bed	0.4097	16.78	2.583	1.067	0.5357	8.858	3.261	1.43
chr11	128884094	128884444	chr11:128884094-128884444	.	.	128884094	128884444	0	1	350	128884093	con.ARBS.P.bed	1.972	5.593	3.01	3.458	2.816	7.001	4.291	6.608
chr9	117670588	117670938	chr9:117670588-117670938	.	.	117670588	117670938	0	1	350	117670587	con.ARBS.P.bed	2.144	9.309	1.324	0	2.018	18.76	0.8868	0
chr6	116432861	116433211	chr6:116432861-116433211	.	.	116432861	116433211	0	1	350	116432860	con.ARBS.P.bed	1.982	16.06	0.4163	0	7.201	8.372	0	0
chr9	73035052	73035402	chr9:73035052-73035402	.	.	73035052	73035402	0	1	350	73035045	con.ARBS.P.bed	1.429	10.02	3.181	1.665	2.878	9.655	0	4.319
chr2	240238898	240239248	chr2:240238898-240239248	.	.	240238898	240239248	0	1	350	240238896	con.ARBS.P.bed	8.252	11.76	2.999	2.935	0.9094	0.3364	2.832	2.918
chr4	77625416	77625766	chr4:77625416-77625766	.	.	77625416	77625766	0	1	350	77625409	con.ARBS.P.bed	6.041	7.47	2.935	2.231	8.671	3.588	0	1.43
chr21	33784028	33784378	chr21:33784028-33784378	.	.	33784028	33784378	0	1	350	33784025	con.ARBS.P.bed	10.57	4.05	0	1.067	14.25	0	1.43	0.4005
chr16	88111140	88111490	chr16:88111140-88111490	.	.	88111140	88111490	0	1	350	88111132	con.ARBS.P.bed	10.39	2.763	3.309	0	2.616	4.859	5.149	2.431
chr10	74008634	74008984	chr10:74008634-74008984	.	.	74008634	74008984	0	1	350	74008627	con.ARBS.P.bed	4.44	0	15.09	0	0.9344	1.134	8.095	0
chr5	148221356	148221706	chr5:148221356-148221706	.	.	148221356	148221706	0	1	350	148221355	con.ARBS.P.bed	6.66	7.442	0	1.131	8.26	5.369	0	0
chr21	44151709	44152059	chr21:44151709-44152059	.	.	44151709	44152059	0	1	350	44151705	con.ARBS.P.bed	8.718	13.84	0	0	4.672	1.557	0	0
chr1	39814156	39814506	chr1:39814156-39814506	.	.	39814156	39814506	0	1	350	39814153	con.ARBS.P.bed	7.022	4.24	1.067	1.067	10.03	3.75	0	0.8009
chr15	85874610	85874960	chr15:85874610-85874960	.	.	85874610	85874960	0	1	350	85874602	con.ARBS.P.bed	7.67	5.479	0	0	11.96	2.242	0	0
chr17	42154324	42154674	chr17:42154324-42154674	.	.	42154324	42154674	0	1	350	42154320	con.ARBS.P.bed	8.576	5.469	2.145	0.01067	5.245	3.177	2.503	0.0143
chr11	63057272	63057622	chr11:63057272-63057622	.	.	63057272	63057622	0	1	350	63057266	con.ARBS.P.bed	0.4478	7.956	0.2989	1.067	1.171	15.77	0	0
chr13	99068814	99069164	chr13:99068814-99069164	.	.	99068814	99069164	0	1	350	99068805	con.ARBS.P.bed	4.583	4.736	1.334	0.1174	3.675	10.28	0	1.43
chr17	47481331	47481681	chr17:47481331-47481681	.	.	47481331	47481681	0	1	350	47481327	con.ARBS.P.bed	1.067	1.791	7.216	3.939	0	0	5.464	6.622
chr1	232900565	232900915	chr1:232900565-232900915	.	.	232900565	232900915	0	1	350	232900563	con.ARBS.P.bed	8.337	4.288	0.427	0.6404	5.98	2.056	3.504	0.8582
chr18	74135163	74135513	chr18:74135163-74135513	.	.	74135163	74135513	0	1	350	74135156	con.ARBS.P.bed	2.03	1.182	6.436	3.565	0	0	9.525	3.347
chr2	201651312	201651662	chr2:201651312-201651662	.	.	201651312	201651662	0	1	350	201651310	con.ARBS.P.bed	1.305	1.191	1.729	2.391	3.713	5.008	6.808	3.89
chr12	115352248	115352598	chr12:115352248-115352598	.	.	115352248	115352598	0	1	350	115352247	con.ARBS.P.bed	2.839	7.947	4.953	0	0.5731	6.179	2.861	0
chr8	102450764	102451114	chr8:102450764-102451114	.	.	102450764	102451114	0	1	350	102450763	con.ARBS.P.bed	1.401	4.393	5.177	0.6511	2.043	5.257	6.064	0
chr5	154213830	154214180	chr5:154213830-154214180	.	.	154213830	154214180	0	1	350	154213829	con.ARBS.P.bed	10.77	2.859	0	0	8.347	2.865	0	0
chr6	28349092	28349442	chr6:28349092-28349442	.	.	28349092	28349442	0	1	350	28349090	con.ARBS.P.bed	0.162	0.3144	6.853	5.337	0.2118	1.557	5.478	3.933
chr14	91757478	91757828	chr14:91757478-91757828	.	.	91757478	91757828	0	1	350	91757469	con.ARBS.P.bed	12.18	1.162	0	0.2989	3.189	2.417	2.903	1.387
chr6	106545712	106546062	chr6:106545712-106546062	.	.	106545712	106546062	0	1	350	106545711	con.ARBS.P.bed	4.631	3.583	1.996	2.274	1.557	1.408	2.861	5.178
chr1	110175392	110175742	chr1:110175392-110175742	.	.	110175392	110175742	0	1	350	110175391	con.ARBS.P.bed	2.63	8.271	0	0	1.981	10.5	0	0
chr2	235542642	235542992	chr2:235542642-235542992	.	.	235542642	235542992	0	1	350	235542640	con.ARBS.P.bed	4.783	2.287	0.8005	0.3522	8.97	4.734	0.9583	0.472
chr15	39566306	39566656	chr15:39566306-39566656	.	.	39566306	39566656	0	1	350	39566303	con.ARBS.P.bed	1.963	8.461	2.946	0.5337	5.22	4.049	0	0
chr13	44793129	44793479	chr13:44793129-44793479	.	.	44793129	44793479	0	1	350	44793125	con.ARBS.P.bed	2.458	10.39	2.498	0	0.9344	2.18	4.477	0
chrX	71840609	71840959	chrX:71840609-71840959	.	.	71840609	71840959	0	1	350	71840602	con.ARBS.P.bed	6.07	1.515	1.697	4.707	1.246	1.246	3.218	3.089
chr1	85763707	85764057	chr1:85763707-85764057	.	.	85763707	85764057	0	1	350	85763699	con.ARBS.P.bed	5.345	6.432	0.459	0	4.36	6.142	0	0
chr6	7685931	7686281	chr6:7685931-7686281	.	.	7685931	7686281	0	1	350	7685924	con.ARBS.P.bed	3.516	2.02	8.603	3.01	1.943	0.9344	1.702	0
chr14	81849098	81849448	chr14:81849098-81849448	.	.	81849098	81849448	0	1	350	81849090	con.ARBS.P.bed	4.173	4.879	1.067	1.046	7.039	3.501	0	0
chr7	138796069	138796419	chr7:138796069-138796419	.	.	138796069	138796419	0	1	350	138796068	con.ARBS.P.bed	3.649	6.174	0.6618	0	7.176	4.036	0	0
